epoch,train_loss,train_dice_loss,train_ce_loss,train_lov_loss,lr,valid_loss,valid_dice_NCR,valid_dice_Edema,valid_dice_ET,mean_dice,elapsed_sec
0,0.6070877407245965,0.441706820869275,0.6211074920738818,0.4681031758462171,1.4191418469892134e-05,0.6147202876805019,0.003162276205619098,0.04519640644270698,0.05726138358898371,0.035206688745769925,953.8
1,0.538923072871365,0.4406618224362499,0.4637188195658001,0.4451921717882973,2.0698975061371526e-05,0.5569146557898879,0.004171232162907718,0.07078888410139775,0.08158900862652098,0.052183041630275484,1041.2
2,0.46887474196763623,0.43985833831855636,0.30495766817537134,0.41488328035398814,3.132460338959876e-05,0.4808061439195443,0.007656202644358092,0.10962836730716509,0.10597520906507087,0.07441992633886468,997.9
3,0.4106183900238508,0.4385376322656851,0.1791481633121386,0.37918265782114496,4.5744897924397665e-05,0.4401132752363747,0.04313057521319268,0.17115304929323846,0.25193867469635123,0.1554074330675941,948.6
4,0.37097105318674833,0.433212806150255,0.10581935635564067,0.3435780719526834,6.352095727986764e-05,0.4169977237073523,0.09120124101726228,0.21865748695051723,0.3278599140023135,0.2125728806566977,953.2
5,0.3449485591858776,0.42697294913876516,0.06541593117194033,0.31299202672506304,8.411174277832151e-05,0.38539949020761965,0.24000068465577334,0.31182133585935,0.4119433480717033,0.3212551228622756,1296.6
6,0.3281934064028248,0.42031448897358614,0.04504193130980002,0.2899396444238239,0.0001068905457023857,0.3892299817805327,0.17445015342412545,0.24750731721521527,0.44496907012279835,0.2889755135873797,1278.9
7,0.3159689647934165,0.4118157552425251,0.036129915325477,0.27213766928995436,0.0001311640620319237,0.3673468912272034,0.3360413049484954,0.3148145891326071,0.4895070505805618,0.3801209815538881,1223.9
8,0.30458553877009953,0.4017737538386615,0.03086958790479669,0.25586720186268463,0.00015619349410007758,0.3727298279838896,0.3742975359934695,0.24788482260679778,0.3124433816608167,0.31154191342036136,1267.8
9,0.29124015241919116,0.38603461251666854,0.028750545263992087,0.24059578130320464,0.00018121703691066572,0.34397827617856985,0.4392982049974571,0.3923545858959131,0.4349564270428152,0.42220307264539514,1220.3
10,0.27860460577905566,0.3666428097689797,0.030914116679368237,0.2312663174914634,0.00020547306471511523,0.33264837010517695,0.38345618414858385,0.36638227499399345,0.43498082839346724,0.39493976251201485,1207.8
11,0.2637925336179619,0.34360534024686434,0.032911553173551836,0.22232349317317596,0.00022822331213374707,0.3353224108479685,0.3400323096329806,0.35863602351937457,0.40782210228229837,0.3688301451448845,1195.4
